0, 853, 5, 0, 0
2632, 0, 0, 0, 369
4247, 5, 530, 5, 477
4300, 5, 603, 5, 389
4538, 5, 467, 5, 428
4944, 5, 480, 5, 393
5268, 5, 438, 5, 382
5321, 5, 428, 5, 396
5548, 5, 404, 5, 383
5777, 5, 418, 5, 394
6278, 5, 319, 5, 380
7741, 5, 403, 5, 404
8055, 5, 354, 5, 386
8314, 5, 360, 5, 411
8366, 5, 382, 5, 381
8416, 5, 375, 5, 407
9310, 5, 408, 5, 392
9515, 5, 350, 5, 417
10598, 5, 402, 5, 391
10945, 5, 338, 5, 367
11284, 5, 411, 5, 390
13678, 5, 372, 5, 395
13950, 5, 410, 5, 402
14246, 5, 347, 5, 395
14321, 5, 419, 5, 398
14559, 5, 372, 5, 410
14755, 5, 422, 5, 405
15443, 5, 381, 5, 413
16621, 5, 417, 5, 409
18699, 5, 354, 5, 366
19485, 5, 421, 5, 409
19669, 5, 388, 5, 391
20820, 5, 410, 5, 408
21089, 5, 409, 5, 397
21299, 5, 415, 5, 403
21442, 5, 399, 5, 408
21875, 5, 396, 5, 402
22292, 5, 405, 5, 393
22578, 5, 408, 5, 402
23295, 5, 417, 5, 391
24636, 5, 411, 5, 407
24960, 5, 416, 5, 400
25938, 5, 420, 5, 410
31829, 5, 352, 5, 409
33414, 5, 411, 5, 388
33755, 5, 399, 5, 407
33979, 5, 411, 5, 386
34195, 5, 369, 5, 399
34883, 5, 414, 5, 347
35171, 5, 377, 5, 395
35314, 5, 399, 5, 377
35561, 5, 387, 5, 396
35794, 5, 409, 5, 387
37296, 5, 394, 5, 401
38665, 5, 417, 5, 393
39013, 5, 404, 5, 409
39259, 5, 415, 5, 401
39309, 5, 424, 5, 413
39656, 5, 425, 5, 405
39840, 5, 412, 5, 398
40064, 5, 421, 5, 392
40299, 5, 395, 5, 394
40348, 5, 417, 5, 391
41057, 5, 402, 5, 400
41753, 5, 416, 5, 388
41830, 5, 396, 5, 397
42564, 5, 398, 5, 372
42666, 5, 408, 5, 358
43334, 5, 403, 5, 387
43984, 5, 407, 5, 382
44042, 5, 345, 5, 394
45935, 5, 402, 5, 404
45990, 5, 398, 5, 403
46043, 5, 419, 5, 390
46103, 5, 408, 5, 412
46771, 5, 412, 5, 398
46831, 5, 414, 5, 401
47934, 5, 416, 5, 407
47994, 5, 395, 5, 401
48662, 5, 419, 5, 410
49254, 5, 408, 5, 400
49307, 5, 419, 5, 418
49997, 5, 403, 5, 401
50095, 5, 416, 5, 418
50823, 5, 409, 5, 417
50909, 5, 450, 5, 391
51832, 5, 437, 5, 408
51906, 5, 439, 5, 397
53299, 5, 433, 5, 410
53365, 5, 429, 5, 359
53439, 5, 421, 5, 411
54138, 5, 406, 5, 393
54196, 5, 399, 5, 406
55324, 5, 421, 5, 400
55682, 5, 414, 5, 397
56018, 5, 401, 5, 405
56315, 5, 406, 5, 400
57208, 5, 404, 5, 404
